Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Agua De Las Misiones Natural 6.5 Ml Bidón X 2 Zetta Bebidas ,https://articulo.mercadolibre.com.ar/MLA-1394378891-agua-de-las-misiones-natural-65-ml-bidon-x-2-zetta-bebidas-_JM#position=29&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,3.788,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394378891,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Sierra De Los Padres X 2 Litros Sin Gas,https://www.mercadolibre.com.ar/agua-mineral-sierra-de-los-padres-x-2-litros-sin-gas/p/MLA20720513?pdp_filters=category:MLA413907#searchVariation=MLA20720513&position=11&search_layout=stack&type=product&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,1.229,No disponible,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1720420232,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Glaciar S/g 2l X6 Zetta Bebidas,https://articulo.mercadolibre.com.ar/MLA-927230391-agua-mineral-glaciar-sg-2l-x6-zetta-bebidas-_JM#position=30&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,6.655,No disponible,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#927230391,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
 Agua Block Mineralizada Sin Gas Pack X12u 500ml - Sufin,https://articulo.mercadolibre.com.ar/MLA-1144516786-agua-block-mineralizada-sin-gas-pack-x12u-500ml-sufin-_JM#position=31&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,4.990,No disponible,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1144516786,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Block
Agua En Lata Sin Gas Killsed X 473ml - Caja De 24 Unidades,https://articulo.mercadolibre.com.ar/MLA-1141652140-agua-en-lata-sin-gas-killsed-x-473ml-caja-de-24-unidades-_JM#position=32&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,26.760,No disponible,Nuevo  |  +25 vendidos,No disponible,Nuevo  |  +25 vendidos,No disponible,#1141652140,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Glaciar Sin Gas Pack 12 X 500 Ml  ,https://articulo.mercadolibre.com.ar/MLA-1400284481-agua-mineral-glaciar-sin-gas-pack-12-x-500-ml-_JM#position=33&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,8.979,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1400284481,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
Agua Sierra De Los Padres Con Gas 500ml X48u Zetta Bebidas,https://articulo.mercadolibre.com.ar/MLA-1371898203-agua-sierra-de-los-padres-con-gas-500ml-x48u-zetta-bebidas-_JM#position=34&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,11.832,No disponible,Nuevo  |  +50 vendidos,(+20 disponibles),Nuevo  |  +50 vendidos,No disponible,#1371898203,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Pintura Para Retocar Rayones Toyota Etios Blanco Perlado,https://articulo.mercadolibre.com.ar/MLA-1396594665-pintura-para-retocar-rayones-toyota-etios-blanco-perlado-_JM#position=35&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,11.798,No disponible,Nuevo  |  +5 vendidos,(+50 disponibles),Nuevo  |  +5 vendidos,No disponible,#1396594665,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Desmineralizada Medicinal Drogal X 5000 Ml,https://articulo.mercadolibre.com.ar/MLA-1135229073-agua-desmineralizada-medicinal-drogal-x-5000-ml-_JM#position=36&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,6.899,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1135229073,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
Agua Mineral Glaciar+ Vitality 750ml X1,https://www.mercadolibre.com.ar/agua-mineral-glaciar-vitality-750ml-x1/p/MLA28743491?pdp_filters=category:MLA413907#searchVariation=MLA28743491&position=12&search_layout=stack&type=product&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,783,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1695027816,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Esmalte Sintetico Doble Acción Aike 1 Lts Blanco Y Colores,https://articulo.mercadolibre.com.ar/MLA-919521230-esmalte-sintetico-doble-accion-aike-1-lts-blanco-y-colores-_JM#position=37&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,8.300,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#919521230,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Natural Acqua Panna 1 L,https://www.mercadolibre.com.ar/agua-natural-acqua-panna-1-l/p/MLA19105667?pdp_filters=category:MLA413907#searchVariation=MLA19105667&position=13&search_layout=stack&type=product&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,9.900,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384766717,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Tapa Paragolpe Delantero P/gancho Remolque Vw Amarok 10/16,https://articulo.mercadolibre.com.ar/MLA-1355655256-tapa-paragolpe-delantero-pgancho-remolque-vw-amarok-1016-_JM#position=38&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,6.978,No disponible,Nuevo  |  +5 vendidos,(+20 disponibles),Nuevo  |  +5 vendidos,No disponible,#1355655256,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Villavicencio 500ml Agua Sin Gas Pack X 24 Zetta Bebidas,https://articulo.mercadolibre.com.ar/MLA-1372288713-villavicencio-500ml-agua-sin-gas-pack-x-24-zetta-bebidas-_JM#position=39&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,13.404,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1372288713,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Villavicencio 2 L Sin Gas Pack X6 La Barra ,https://articulo.mercadolibre.com.ar/MLA-1742326134-agua-mineral-villavicencio-2-l-sin-gas-pack-x6-la-barra-_JM#position=40&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,8.343,No disponible,Nuevo  |  +5 vendidos,(+10 disponibles),Nuevo  |  +5 vendidos,No disponible,#1742326134,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
"Agua Mineral - Acqua Panna - Origen Italia, Toscana - 750 Ml",https://articulo.mercadolibre.com.ar/MLA-1149038418-agua-mineral-acqua-panna-origen-italia-toscana-750-ml-_JM#position=41&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,6.850,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1149038418,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
Agua Mineral Glaciar 1.5 Lts Pack X6 Unidades,https://articulo.mercadolibre.com.ar/MLA-1469973380-agua-mineral-glaciar-15-lts-pack-x6-unidades-_JM#position=42&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,7.888,No disponible,Nuevo  |  +25 vendidos,(+20 disponibles),Nuevo  |  +25 vendidos,No disponible,#1469973380,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
Agua Mineral Villa Del Sur 600ml Sin Gas La Barra Pack X12,https://articulo.mercadolibre.com.ar/MLA-1386397539-agua-mineral-villa-del-sur-600ml-sin-gas-la-barra-pack-x12-_JM#position=43&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,8.888,No disponible,Nuevo  |  +50 vendidos,(+20 disponibles),Nuevo  |  +50 vendidos,No disponible,#1386397539,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
Agua De Mesa Nihuil 2 Lt Pack X 6 U,https://articulo.mercadolibre.com.ar/MLA-1307944845-agua-de-mesa-nihuil-2-lt-pack-x-6-u-_JM#position=44&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,7.219,No disponible,Nuevo  |  +5 vendidos,(2 disponibles),Nuevo  |  +5 vendidos,No disponible,#1307944845,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Sierra De Los Padres 600ml,https://articulo.mercadolibre.com.ar/MLA-1421262243-agua-mineral-sierra-de-los-padres-600ml-_JM#position=45&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,733,No disponible,Nuevo  |  +5 vendidos,(+10 disponibles),Nuevo  |  +5 vendidos,No disponible,#1421262243,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Pintura En Aerosol Para Auto Retoque Bicapa Color + Laca,https://articulo.mercadolibre.com.ar/MLA-921236763-pintura-en-aerosol-para-auto-retoque-bicapa-color-laca-_JM#position=46&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,19.500,No disponible,Nuevo  |  +25 vendidos,(+50 disponibles),Nuevo  |  +25 vendidos,No disponible,#921236763,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Crema Chantilly la Serenisima en Aerosol
Agua Mineral Sin Gas Palau Hipertermal Grande 1.5l - Pack X6,https://articulo.mercadolibre.com.ar/MLA-1548519710-agua-mineral-sin-gas-palau-hipertermal-grande-15l-pack-x6-_JM#position=47&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,9.232,No disponible,Nuevo  |  +50 vendidos,(+10 disponibles),Nuevo  |  +50 vendidos,No disponible,#1548519710,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
Agua mineral S. Pellegrino Gasificada  con gas   botella  500 mL  ,https://www.mercadolibre.com.ar/agua-mineral-s-pellegrino-gasificada-con-gas-botella-500-ml/p/MLA17371662?pdp_filters=category:MLA413907#searchVariation=MLA17371662&position=14&search_layout=stack&type=product&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,3.900,No disponible,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1576401742,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua En Lata Sin Gas Killsed X 473ml - 48 Unidades (2 Cajas),https://articulo.mercadolibre.com.ar/MLA-1141900558-agua-en-lata-sin-gas-killsed-x-473ml-48-unidades-2-cajas-_JM#position=48&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,53.520,No disponible,Nuevo  |  +5 vendidos,No disponible,Nuevo  |  +5 vendidos,No disponible,#1141900558,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua en Lata Killsed
Pintura Para Retocar Rayones De Autos Todos Los Colores,https://articulo.mercadolibre.com.ar/MLA-1104431360-pintura-para-retocar-rayones-de-autos-todos-los-colores-_JM#position=49&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,4.000,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1104431360,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Eco De Los Andes 850ml,https://www.mercadolibre.com.ar/agua-mineral-eco-de-los-andes-850ml/p/MLA28712826?pdp_filters=category:MLA413907#searchVariation=MLA28712826&position=15&search_layout=stack&type=product&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,975,No disponible,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1691492640,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Botella Plastico San Pellegrino Gasificada X1000 Italia,https://articulo.mercadolibre.com.ar/MLA-903825654-agua-botella-plastico-san-pellegrino-gasificada-x1000-italia-_JM#position=50&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,6.000,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#903825654,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua San Pellegrino
Agua Bidestilada 5 Litros Cpap-cosmética-humificadores,https://articulo.mercadolibre.com.ar/MLA-1130201344-agua-bidestilada-5-litros-cpap-cosmetica-humificadores-_JM#position=51&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,4.275,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1130201344,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Bidon Agua Mineral 5 Litros
Agua Acqua Panna Toscana Italia X 750cc Bot Vidrio Caja X15,https://articulo.mercadolibre.com.ar/MLA-859610886-agua-acqua-panna-toscana-italia-x-750cc-bot-vidrio-caja-x15-_JM#position=52&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,82.000,No disponible,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#859610886,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Vino
Pintura Texturada Aerosol Protec Plasticos,https://articulo.mercadolibre.com.ar/MLA-1138804980-pintura-texturada-aerosol-protec-plasticos-_JM#position=53&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,8.900,No disponible,Nuevo  |  +50 vendidos,(+50 disponibles),Nuevo  |  +50 vendidos,No disponible,#1138804980,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Natural Acqua Panna 12/1l,https://www.mercadolibre.com.ar/agua-natural-acqua-panna-121l/p/MLA23694963?pdp_filters=category:MLA413907#searchVariation=MLA23694963&position=16&search_layout=stack&type=product&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,122.800,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1482326380,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Eco De Los Andes 500ml Pack X12 - Perez Tienda ,https://articulo.mercadolibre.com.ar/MLA-933469385-agua-mineral-eco-de-los-andes-500ml-pack-x12-perez-tienda-_JM#position=54&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,7.536,No disponible,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#933469385,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,Agua Mineral
Agua Mineral Eco De Los Andes Con Gas 500ml X12 Pérez Tienda,https://articulo.mercadolibre.com.ar/MLA-1401103244-agua-mineral-eco-de-los-andes-con-gas-500ml-x12-perez-tienda-_JM#position=55&search_layout=stack&type=item&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,7.920,No disponible,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1401103244,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
Agua Mineral Sin Gas Palau Hipertermal - 01mercado,https://www.mercadolibre.com.ar/agua-mineral-sin-gas-palau-hipertermal-01mercado/p/MLA29001397?pdp_filters=category:MLA413907#searchVariation=MLA29001397&position=4&search_layout=stack&type=product&tracking_id=504d6bc2-3cff-4528-8783-e7c7c8c00ffb,1.398,No disponible,Nuevo  |  +5 vendidos,(+50 disponibles),Nuevo  |  +5 vendidos,No disponible,#1421993937,2024-06-05 14:20:45,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales,nan
