Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Café Cabrales Clásico En Saquitos 5 Gr X 18 Saquitos,https://www.mercadolibre.com.ar/cafe-cabrales-clasico-en-saquitos-5-gr-x-18-saquitos/p/MLA20018554#searchVariation=MLA20018554&position=24&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,4.136,TAP GROCERY,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1322226105,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Martinez molido tostado selecto 250g sin azúcar agregada	,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-selecto-250g-sin-azucar-agregada/p/MLA20026219#searchVariation=MLA20026219&position=26&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,10.450,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282492756,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Capsulas Starbucks House Blend Lungo Oficial By Nespresso 10 Unidades,https://www.mercadolibre.com.ar/capsulas-starbucks-house-blend-lungo-oficial-by-nespresso-10-unidades/p/MLA19731860#searchVariation=MLA19731860&position=18&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,9.333,Nestlé,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1581922792,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Torrado Molido Intenso La Morenita X 500g Sin Tacc,https://www.mercadolibre.com.ar/cafe-torrado-molido-intenso-la-morenita-x-500g-sin-tacc/p/MLA19937595#searchVariation=MLA19937595&position=20&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,6.445,FERNNRODRIGUEZ,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1417987223,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Juan Valdez Instantáneo Liofilizado  X 95g - Colombiano,https://www.mercadolibre.com.ar/cafe-juan-valdez-instantaneo-liofilizado-x-95g-colombiano/p/MLA20018595#searchVariation=MLA20018595&position=21&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,19.999,MORECOFFEE,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1468931454,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Café molido tostado intenso 1933 Cafe Martinez con azúcar torrado 260g,https://www.mercadolibre.com.ar/cafe-molido-tostado-intenso-1933-cafe-martinez-con-azucar-torrado-260g/p/MLA22022621#searchVariation=MLA22022621&position=19&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,6.897,Cafe Martinez,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1382867810,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Molinillo De Granos De Café Electrico Especias Semilla Muele Color Gris,https://www.mercadolibre.com.ar/molinillo-de-granos-de-cafe-electrico-especias-semilla-muele-color-gris/p/MLA29649378#searchVariation=MLA29649378&position=27&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,27.540,BELMOTEC,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1403644947,2024-04-08 14:54:59,"Hogar, Muebles y Jardín",Bazar y Cocina,Utensilios de Preparación,Máquinas Manuales,Molinillos de Granos Manuales
Cafe Martinez molido tostado moka frutado 500g	,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-moka-frutado-500g/p/MLA20025965#searchVariation=MLA20025965&position=23&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,17.005,Cafe Martinez,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282492794,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Molido 250g Combo Brasil Colombia Moka Select Italiano,https://www.mercadolibre.com.ar/cafe-molido-250g-combo-brasil-colombia-moka-select-italiano/p/MLA26539673#searchVariation=MLA26539673&position=30&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,50.815,Cafe Martinez,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1482882680,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Instantáneo Nescafé® Dolca® - Doypack X 170gr,https://www.mercadolibre.com.ar/cafe-instantaneo-nescafe-dolca-doypack-x-170gr/p/MLA29151080#searchVariation=MLA29151080&position=31&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,4.792,Nestlé,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1399818161,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Taza Cafe Vidrio Amanecer 370 Ml Tazon Mug Rigolleau X6 Unidades,https://www.mercadolibre.com.ar/taza-cafe-vidrio-amanecer-370-ml-tazon-mug-rigolleau-x6-unidades/p/MLA24297036#searchVariation=MLA24297036&position=28&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,6.819,PARA TU CASA shop,Nuevo  |  +10mil vendidos,(+20 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1446302812,2024-04-08 14:54:59,"Hogar, Muebles y Jardín",Bazar y Cocina,Vajilla y Artículos de Servir,Vajilla,Tazas
Café Illy Grano Espresso Tostado Clásico Blend 100% Arábica,https://www.mercadolibre.com.ar/cafe-illy-grano-espresso-tostado-clasico-blend-100-arabica/p/MLA19937594#searchVariation=MLA19937594&position=35&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,22.075,GABY FRAD,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1370240005,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Super Cabrales Tostado Molido 125g Argentina !,https://www.mercadolibre.com.ar/cafe-super-cabrales-tostado-molido-125g-argentina-/p/MLA20728552#searchVariation=MLA20728552&position=36&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,4.410,BON MARCHE,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1681030754,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
! Cafe Instantaneo Segafredo Preferito 100g Sin Azucar,https://www.mercadolibre.com.ar/-cafe-instantaneo-segafredo-preferito-100g-sin-azucar/p/MLA20713491#searchVariation=MLA20713491&position=32&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,9.940,SEGAFREDOZANETTIARGENTINA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1365581849,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Molido Melitta Tradicional 500g Importado De Brasil,https://www.mercadolibre.com.ar/cafe-molido-melitta-tradicional-500g-importado-de-brasil/p/MLA20025945#searchVariation=MLA20025945&position=34&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,11.500,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1412702051,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Batidor Eléctrico Usb Espumadora Café Leche Inalámbrico,https://articulo.mercadolibre.com.ar/MLA-1513312762-batidor-electrico-usb-espumadora-cafe-leche-inalambrico-_JM#position=54&search_layout=stack&type=item&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,8.035,LAHUELLA IMPORT,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1513312762,2024-04-08 14:54:59,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Batidoras
Luggiani cafe en grano tostado italiano rosso 1 Kg,https://www.mercadolibre.com.ar/luggiani-cafe-en-grano-tostado-italiano-rosso-1-kg/p/MLA24443058#searchVariation=MLA24443058&position=33&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,22.999,CENTRAL DECAFE,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1705218054,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Martinez molido tostado Moka frutado 250g,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-moka-frutado-250g/p/MLA20026232#searchVariation=MLA20026232&position=39&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,8.692,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1339318226,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantaneo Nescafe Dolca Suave + Aroma Frasco X 170 Gr,https://www.mercadolibre.com.ar/cafe-instantaneo-nescafe-dolca-suave-aroma-frasco-x-170-gr/p/MLA19766270#searchVariation=MLA19766270&position=37&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,5.430,OPEN25HS ,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1405831075,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
"Café Cortado En Capsulas La Virginia (10 Caps X 6,25g)",https://www.mercadolibre.com.ar/cafe-cortado-en-capsulas-la-virginia-10-caps-x-625g/p/MLA19590059#searchVariation=MLA19590059&position=38&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,7.300,LUIS MICHELUCCI,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1400723499,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Molido Peru Cabrales 250g,https://www.mercadolibre.com.ar/cafe-molido-peru-cabrales-250g/p/MLA20026311#searchVariation=MLA20026311&position=40&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,9.195,AVFX1,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1689267058,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Morenita Cafe Tostado En Grano Colombia 500 G Sin Tacc,https://www.mercadolibre.com.ar/morenita-cafe-tostado-en-grano-colombia-500-g-sin-tacc/p/MLA22254466#searchVariation=MLA22254466&position=41&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,12.590,AVFX1,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1417749649,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantaneo La Virginia Suave Doypack X 170 Gr,https://www.mercadolibre.com.ar/cafe-instantaneo-la-virginia-suave-doypack-x-170-gr/p/MLA20720536#searchVariation=MLA20720536&position=42&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,4.595,Ecomodico,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1285412518,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cápsulas De Café Combo X80 Compatible Con Máquina Nespresso,https://www.mercadolibre.com.ar/capsulas-de-cafe-combo-x80-compatible-con-maquina-nespresso/p/MLA27457096#searchVariation=MLA27457096&position=43&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,75.240,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1528890146,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Café Molido Colombia  250grs.,https://www.mercadolibre.com.ar/cafe-molido-colombia-250grs/p/MLA20026271#searchVariation=MLA20026271&position=45&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,14.630,Cafe Martinez,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1293239410,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe En Grano Extra Strong X 1kg Ideal Para El Desayuno,https://www.mercadolibre.com.ar/cafe-en-grano-extra-strong-x-1kg-ideal-para-el-desayuno/p/MLA24825137#searchVariation=MLA24825137&position=44&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,40.500,SEGAFEDU20231124071447,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1604202338,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
La Virginia Cappuccino Instantaneo Light Dp Sin Tacc 100 Grs,https://www.mercadolibre.com.ar/la-virginia-cappuccino-instantaneo-light-dp-sin-tacc-100-grs/p/MLA20018573#searchVariation=MLA20018573&position=47&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,2.611,Ecomodico,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1281953271,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafetera Embolo Prensa Francesa De 800 Ml De Gran Calidad,https://www.mercadolibre.com.ar/cafetera-embolo-prensa-francesa-de-800-ml-de-gran-calidad/p/MLA24394459#searchVariation=MLA24394459&position=46&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,14.811,PETTISH BAZAR,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376666717,2024-04-08 14:54:59,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Cafeteras,nan
Café En Granos Los 5 Hispanos Tostado Paquete 500 Gr,https://articulo.mercadolibre.com.ar/MLA-1389221811-cafe-en-granos-los-5-hispanos-tostado-paquete-500-gr-_JM#position=55&search_layout=stack&type=item&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,18.499,Ecomodico,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1389221811,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantaneo La Virginia Clasico Espuma Sin Tacc X 100gr,https://www.mercadolibre.com.ar/cafe-instantaneo-la-virginia-clasico-espuma-sin-tacc-x-100gr/p/MLA19738168#searchVariation=MLA19738168&position=49&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,3.348,Ecomodico,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1216625414,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Montibello Colombia Natural en grano tostado 1kg,https://www.mercadolibre.com.ar/montibello-colombia-natural-en-grano-tostado-1kg/p/MLA28879404#searchVariation=MLA28879404&position=51&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,46.390,INSUMOSCENTERONLINE,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1399399609,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafetera Esmaltada Hudson Gris Estilo Italiana 6 Tazas,https://www.mercadolibre.com.ar/cafetera-esmaltada-hudson-gris-estilo-italiana-6-tazas/p/MLA24434698#searchVariation=MLA24434698&position=50&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,39.652,BAZAR AL CUBO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1610593892,2024-04-08 14:54:59,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Cafeteras,nan
Cafe Martinez molido tostado selecto 500g sin azúcar agregada,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-selecto-500g-sin-azucar-agregada/p/MLA20993659#searchVariation=MLA20993659&position=52&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,20.330,Cafe Martinez,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1301675015,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
