Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5,Familia6
Manzanilla En Flor X Kg -premium,https://articulo.mercadolibre.com.ar/MLA-1274312087-manzanilla-en-flor-x-kg-premium-_JM#position=38&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,15.277,BEERMAN INSUMOS,Nuevo  |  +25 vendidos,(42 disponibles),Nuevo  |  +25 vendidos,No disponible,#1274312087,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Hibiscus- Hibiscos - Te Infusiones Flor De Jamaica X 1kg,https://articulo.mercadolibre.com.ar/MLA-1146556731-hibiscus-hibiscos-te-infusiones-flor-de-jamaica-x-1kg-_JM#position=39&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,37.629,BEERMAN INSUMOS,Nuevo  |  +100 vendidos,(13 disponibles),Nuevo  |  +100 vendidos,No disponible,#1146556731,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Porta Capsulas Compatible Dolce Gusto Cafe Tolva 28 Pzas Color Negro mate,https://www.mercadolibre.com.ar/porta-capsulas-compatible-dolce-gusto-cafe-tolva-28-pzas-color-negro-mate/p/MLA29524637#searchVariation=MLA29524637&position=20&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,10.622,AUTOUNO_SHOPWEB,Nuevo  |  +500 vendidos,(3 disponibles),Nuevo  |  +500 vendidos,No disponible,#1632838646,2024-03-17 22:00:31,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Portacápsulas de Café,,
Te Trimate X 100 Saquitos,https://www.mercadolibre.com.ar/te-trimate-x-100-saquitos/p/MLA22871084#searchVariation=MLA22871084&position=21&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,12.350,AMA5628012,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#1368339273,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Artemisa Vulgaris Hierba Medicinal 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1503234200-artemisa-vulgaris-hierba-medicinal-100-gramos-arcana-caeli-_JM#position=40&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,1.439,ARCANACAELI,Nuevo  |  +100 vendidos,(9 disponibles),Nuevo  |  +100 vendidos,No disponible,#1503234200,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Ginkgo Biloba Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1157013154-ginkgo-biloba-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=41&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,3.960,ARCANACAELI,Nuevo  |  +50 vendidos,(6 disponibles),Nuevo  |  +50 vendidos,No disponible,#1157013154,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Escalera De Aluminio 4x3 Multiuso Garden Life Black Edition,https://articulo.mercadolibre.com.ar/MLA-1527095924-escalera-de-aluminio-4x3-multiuso-garden-life-black-edition-_JM#position=42&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,94.301,Garden Life,Nuevo  |  +100 vendidos,(766 disponibles),Nuevo  |  +100 vendidos,OFERTA DEL DÍA,#1527095924,2024-03-17 22:00:31,Construcción,Accesorios de Construcción,Escaleras,,,
Ruda Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1157633751-ruda-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=43&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,2.069,ARCANACAELI,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#1157633751,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Mochila Bolso  Matera Equipo Para Mate Porta Termo Premium,https://articulo.mercadolibre.com.ar/MLA-1205579893-mochila-bolso-matera-equipo-para-mate-porta-termo-premium-_JM#position=44&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,14.220,DEGAFAS.COM.AR,Nuevo  |  +1000 vendidos,(52 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1205579893,2024-03-17 22:00:31,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos,
Melisa Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1157717083-melisa-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=45&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,1.890,ARCANACAELI,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1157717083,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Laso Téa,https://articulo.mercadolibre.com.ar/MLA-1515172790-laso-tea-_JM#position=46&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,38.500,ORTIGOZAMARTINEZMARGARITA,Nuevo  |  +5 vendidos,(7 disponibles),Nuevo  |  +5 vendidos,No disponible,#1515172790,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Capsulas Nespresso Recargables Ecologicas X 12 - Caffettino ,https://www.mercadolibre.com.ar/capsulas-nespresso-recargables-ecologicas-x-12-caffettino/p/MLA19815010#searchVariation=MLA19815010&position=22&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,21.150,BLIP,Nuevo  |  +1000 vendidos,(179 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1367384679,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,,
Equipo Matero Sumate Termo Mate Bombilla Yerbera Azucarera,https://articulo.mercadolibre.com.ar/MLA-926923099-equipo-matero-sumate-termo-mate-bombilla-yerbera-azucarera-_JM#position=47&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,21.645,TIENDA DOS AMIGOS,Nuevo  |  +5mil vendidos,(38 disponibles),Nuevo  |  +5mil vendidos,No disponible,#926923099,2024-03-17 22:00:31,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Juegos de Mate,
Te Dulces Sueños Saint Gottard X 20 Saq,https://www.mercadolibre.com.ar/te-dulces-suenos-saint-gottard-x-20-saq/p/MLA20007714#searchVariation=MLA20007714&position=23&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,3.500,NATT SHOP,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282371475,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Té Verde C/ Arroz Tostado Genmaicha 200grs. Origen Oriental,https://www.mercadolibre.com.ar/te-verde-c-arroz-tostado-genmaicha-200grs-origen-oriental/p/MLA28554471#searchVariation=MLA28554471&position=24&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,5.425,ASIA ORIENTAL,Nuevo  |  +25 vendidos,No disponible,Nuevo  |  +25 vendidos,No disponible,#1584756710,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
"Te Twinings Té Verde Y Limón Caja X 10 Saquitos De 1,6 Gr",https://www.mercadolibre.com.ar/te-twinings-te-verde-y-limon-caja-x-10-saquitos-de-16-gr/p/MLA19559099#searchVariation=MLA19559099&position=25&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,5.288,TAP GROCERY,Nuevo  |  +1000 vendidos,(26 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1160217478,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Collar Te Amo 100 Idiomas + Cajita De Regalo,https://articulo.mercadolibre.com.ar/MLA-783944838-collar-te-amo-100-idiomas-cajita-de-regalo-_JM#position=48&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,4.290,MILENIA JOYAS,Nuevo  |  +10mil vendidos,(151 disponibles),Nuevo  |  +10mil vendidos,No disponible,#783944838,2024-03-17 22:00:31,Joyas y Relojes,Joyas y Bijouterie,Collares,,,
Te Delhi Tea Premium de chocolate con avellana por 20 saquitos de 2g,https://www.mercadolibre.com.ar/te-delhi-tea-premium-de-chocolate-con-avellana-por-20-saquitos-de-2g/p/MLA21142058#searchVariation=MLA21142058&position=26&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,3.704,NEWGARDEN,Nuevo  |  +1000 vendidos,(25 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1339188796,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Té Matte Leão Tradicional 100g - Importado De Brasil,https://articulo.mercadolibre.com.ar/MLA-1516093794-te-matte-leo-tradicional-100g-importado-de-brasil-_JM#position=49&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,2.900,NEWAY MARKET,Nuevo  |  +5 vendidos,(20 disponibles),Nuevo  |  +5 vendidos,No disponible,#1516093794,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Canasta Uruguaya Matera Portatermo Cuero Premium Legítimo,https://articulo.mercadolibre.com.ar/MLA-1161508299-canasta-uruguaya-matera-portatermo-cuero-premium-legitimo-_JM#position=50&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,35.999,MATESUR,Nuevo  |  +1000 vendidos,(26 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1161508299,2024-03-17 22:00:31,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos,
Salvia Blanca Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1157716628-salvia-blanca-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=51&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,1.701,ARCANACAELI,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1157716628,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
"Te Inti Zen - Tres Mentas - Menta Verde, Piperita y Silvestre",https://www.mercadolibre.com.ar/te-inti-zen-tres-mentas-menta-verde-piperita-y-silvestre/p/MLA19750749#searchVariation=MLA19750749&position=27&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,2.900,TIENDA.ANDALHUE,Nuevo  |  +100 vendidos,(16 disponibles),Nuevo  |  +100 vendidos,No disponible,#1387309647,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
"Té Inti Zen negro en saquitos Miel, Vainilla y Cacao 30 g 15 u",https://www.mercadolibre.com.ar/te-inti-zen-negro-en-saquitos-miel-vainilla-y-cacao-30g-15u/p/MLA16030049#searchVariation=MLA16030049&position=30&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,2.900,TIENDA.ANDALHUE,Nuevo  |  +1000 vendidos,(11 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1506147414,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Bolsas Papel Aspiradora X 5 Unidades Th Y Te Vc 1820 Einhell,https://www.mercadolibre.com.ar/bolsas-papel-aspiradora-x-5-unidades-th-y-te-vc-1820-einhell/p/MLA19939024#searchVariation=MLA19939024&position=28&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,17.634,BULONERAGUEMES,Nuevo  |  +5mil vendidos,(45 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1401131370,2024-03-17 22:00:31,...,Pequeños Electrodomésticos,Para Hogar,Repuestos y Accesorios,Para Aspiradoras,Bolsas
Te Matcha Caja 5 Unidades Jengibre Y Limon En Polvo Organikal Superfoods  X250g,https://www.mercadolibre.com.ar/te-matcha-caja-5-unidades-jengibre-y-limon-en-polvo-organikal-superfoods-x250g/p/MLA27805553#searchVariation=MLA27805553&position=29&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,34.313,MORASHOP,Nuevo  |  +5 vendidos,(46 disponibles),Nuevo  |  +5 vendidos,No disponible,#1548432222,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Te De Ginseng Coreano Gold  X 10 Sobres,https://articulo.mercadolibre.com.ar/MLA-1124083352-te-de-ginseng-coreano-gold-x-10-sobres-_JM#position=52&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,3.800,DIETETICANUEVAVIDA,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1124083352,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Hudson Émbolo F-228-800 - Plateado/Negro,https://www.mercadolibre.com.ar/hudson-embolo-f-228-800-plateadonegro/p/MLA18184931#searchVariation=MLA18184931&position=4&search_layout=stack&type=product&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,21.000,BAZAR AL CUBO,Nuevo  |  +5mil vendidos,(22 disponibles),Nuevo  |  +5mil vendidos,No disponible,#930903407,2024-03-17 22:00:31,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Cafeteras,,
"Pack Ice Tea, Hebras Para Té Helado. 6 Bolsas Al Precio De 5",https://articulo.mercadolibre.com.ar/MLA-880451855-pack-ice-tea-hebras-para-te-helado-6-bolsas-al-precio-de-5-_JM#position=53&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,15.675,M.S.ALVAREZ,Nuevo  |  +100 vendidos,(4891 disponibles),Nuevo  |  +100 vendidos,No disponible,#880451855,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Te Verde X 500gr Envíos Todo El País,https://articulo.mercadolibre.com.ar/MLA-821159211-te-verde-x-500gr-envios-todo-el-pais-_JM#position=54&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,1.945,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(11 disponibles),Nuevo  |  +1000 vendidos,No disponible,#821159211,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
Te Oolong Azul En Hebras Premium 100g | Sir Neko,https://articulo.mercadolibre.com.ar/MLA-929002721-te-oolong-azul-en-hebras-premium-100g-sir-neko-_JM#position=55&search_layout=stack&type=item&tracking_id=bc9cff3f-041c-4e06-9f65-b0225dd68fe1,5.660,SIR NEKO,Nuevo  |  +50 vendidos,(31 disponibles),Nuevo  |  +50 vendidos,No disponible,#929002721,2024-03-17 22:00:31,Alimentos y Bebidas,Almacén,Infusiones,Té,,
