Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba Mate Sol Y Lluvia 1kg,https://www.mercadolibre.com.ar/yerba-mate-sol-y-lluvia-1kg/p/MLA23473676?pdp_filters=category:MLA409408#searchVariation=MLA23473676&position=16&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,7.786,ARGENTINA MARKET,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1430453008,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Adelgamate Guarana + Hierbas 500g Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-adelgamate-guarana-hierbas-500g-sin-tacc/p/MLA26168279?pdp_filters=category:MLA409408#searchVariation=MLA26168279&position=17&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.099,CAPSULANDIA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1477293262,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Naranja Verdeflor Pack X 500g Anti Actidez Poleo,https://www.mercadolibre.com.ar/yerba-mate-naranja-verdeflor-pack-x-500g-anti-actidez-poleo/p/MLA20008572?pdp_filters=category:MLA409408#searchVariation=MLA20008572&position=18&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,1.749,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280666330,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Cbse Yerba Mate Compuesta Sabor Pomelo Con Palo 500 Gr,https://www.mercadolibre.com.ar/cbse-yerba-mate-compuesta-sabor-pomelo-con-palo-500-gr/p/MLA20054981?pdp_filters=category:MLA409408#searchVariation=MLA20054981&position=19&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1279488027,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Titrayju barbacuá sin TACC 1kg,https://www.mercadolibre.com.ar/yerba-mate-titrayju-barbacua-sin-tacc-1kg/p/MLA20008367?pdp_filters=category:MLA409408#searchVariation=MLA20008367&position=20&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,7.590,YERBASJM,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1333258286,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Kalena 500 Gr -despalada- Libre De Gluten -promo X 10,https://www.mercadolibre.com.ar/yerba-kalena-500-gr-despalada-libre-de-gluten-promo-x-10/p/MLA21834138?pdp_filters=category:MLA409408#searchVariation=MLA21834138&position=21&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,44.860,NATURAL MIA,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1358678103,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Organica Roapipo - 6 Paquetes De 500 Grs S,https://www.mercadolibre.com.ar/yerba-mate-organica-roapipo-6-paquetes-de-500-grs-s/p/MLA28003773?pdp_filters=category:MLA409408#searchVariation=MLA28003773&position=22&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,23.302,DIETETICA CALLLAO,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1395731415,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Verde Suave Ka-a X 500 Gr.,https://www.mercadolibre.com.ar/yerba-verde-suave-ka-a-x-500-gr/p/MLA20008477?pdp_filters=category:MLA409408#searchVariation=MLA20008477&position=23&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.250,DIETETICANUEVAVIDA,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1281241150,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate orgánica Pampa 500g pack de 10 unidades,https://www.mercadolibre.com.ar/yerba-mate-organica-pampa-500g-pack-de-10-unidades/p/MLA20008372?pdp_filters=category:MLA409408#searchVariation=MLA20008372&position=24&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,47.493,DIETETICA CALLLAO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1344822318,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Un Mate - 500 Grs,https://www.mercadolibre.com.ar/yerba-un-mate-500-grs/p/MLA34061655?pdp_filters=category:MLA409408#searchVariation=MLA34061655&position=25&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.958,ECODISTRITO,Nuevo  |  +500 vendidos,No disponible,Nuevo  |  +500 vendidos,No disponible,#1416000661,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate La Buena 1kg,https://www.mercadolibre.com.ar/yerba-mate-la-buena-1kg/p/MLA22186828?pdp_filters=category:MLA409408#searchVariation=MLA22186828&position=26&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,41.999,ATDIGITAL,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1411200003,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Amanda Seleccion Especial Con Palo 1kg Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-amanda-seleccion-especial-con-palo-1kg-sin-tacc/p/MLA19956981?pdp_filters=category:MLA409408#searchVariation=MLA19956981&position=27&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,4.599,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280709942,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cbse Miel 500 Grs,https://www.mercadolibre.com.ar/yerba-cbse-miel-500-grs/p/MLA21239216?pdp_filters=category:MLA409408#searchVariation=MLA21239216&position=28&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1353453401,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate La Tranquera Liviana 1 Kg Suave Premium Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-la-tranquera-liviana-1-kg-suave-premium-sin-tacc/p/MLA23602865?pdp_filters=category:MLA409408#searchVariation=MLA23602865&position=29&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.900,CAPSULANDIA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1428208104,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Tucanguá canchada tereré 1kg,https://www.mercadolibre.com.ar/yerba-mate-tucangua-canchada-terere-1kg/p/MLA21206630?pdp_filters=category:MLA409408#searchVariation=MLA21206630&position=30&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,4.100,TIENDA ANDALHUE,Nuevo  |  +500 vendidos,(4 disponibles),Nuevo  |  +500 vendidos,No disponible,#1389746383,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cbse Naranja Mas 500 Grs,https://www.mercadolibre.com.ar/yerba-cbse-naranja-mas-500-grs/p/MLA21239223?pdp_filters=category:MLA409408#searchVariation=MLA21239223&position=31&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1381165205,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Con Hierbas Paquete 500 Gr Playadito,https://www.mercadolibre.com.ar/yerba-mate-con-hierbas-paquete-500-gr-playadito/p/MLA21409606?pdp_filters=category:MLA409408#searchVariation=MLA21409606&position=32&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.999,CAPSULANDIA,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1370984695,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba 1 Kg La Hoja Yerbas,https://www.mercadolibre.com.ar/yerba-1-kg-la-hoja-yerbas/p/MLA29423873?pdp_filters=category:MLA409408#searchVariation=MLA29423873&position=33&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.721,ISSELIAN,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1640124100,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cbse Jengibre 500 Gramos,https://www.mercadolibre.com.ar/yerba-cbse-jengibre-500-gramos/p/MLA19973278?pdp_filters=category:MLA409408#searchVariation=MLA19973278&position=34&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1281212257,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Baldo Uruguaya 1 Kg,https://www.mercadolibre.com.ar/yerba-baldo-uruguaya-1-kg/p/MLA20008483?pdp_filters=category:MLA409408#searchVariation=MLA20008483&position=35&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,11.542,MARTINO MATES,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1724998428,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Grapia Milenaria 1/2 Kg. Estacionamiento Natural,https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-12-kg-estacionamiento-natural/p/MLA21361702?pdp_filters=category:MLA409408#searchVariation=MLA21361702&position=36&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.000,Alma Nativa,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1324725367,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Molida Arapeguá Biodinámica Ecológica - Sello Caa,https://www.mercadolibre.com.ar/yerba-mate-molida-arapegua-biodinamica-ecologica-sello-caa/p/MLA29606361?pdp_filters=category:MLA409408#searchVariation=MLA29606361&position=37&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,6.480,TIENDA ANDALHUE,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1626822320,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Don Bosco 1kg,https://www.mercadolibre.com.ar/yerba-mate-don-bosco-1kg/p/MLA21834137?pdp_filters=category:MLA409408#searchVariation=MLA21834137&position=38&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,4.300,LADECISION,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1366047577,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Liebig Original 500g,https://www.mercadolibre.com.ar/yerba-mate-liebig-original-500g/p/MLA20008341?pdp_filters=category:MLA409408#searchVariation=MLA20008341&position=39&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.699,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280709826,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Orgánica La Obereña 1/2 Kg - Envase Económico,https://articulo.mercadolibre.com.ar/MLA-1101306315-yerba-mate-organica-la-oberena-12-kg-envase-economico-_JM#position=54&search_layout=stack&type=item&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.960,TIENDA ANDALHUE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1101306315,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate El Inmigrante Pack X 5,https://www.mercadolibre.com.ar/yerba-mate-el-inmigrante-pack-x-5/p/MLA27919783?pdp_filters=category:MLA409408#searchVariation=MLA27919783&position=40&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,34.000,Alma Nativa,Nuevo  |  +50 vendidos,(+10 disponibles),Nuevo  |  +50 vendidos,No disponible,#1394170255,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
"Yerba Mate Grapia Milenaria, El Inmigrante Y Orembaé Pack X3",https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-el-inmigrante-y-orembae-pack-x3/p/MLA27876175?pdp_filters=category:MLA409408#searchVariation=MLA27876175&position=41&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,15.900,Alma Nativa,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1551745698,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba orembae 500g,https://www.mercadolibre.com.ar/yerba-orembae-500g/p/MLA22667960?pdp_filters=category:MLA409408#searchVariation=MLA22667960&position=42&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.464,Alma Nativa,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1403897362,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cachamate Hierbas Serranas Menta Peperina 1kg Rinde +,https://www.mercadolibre.com.ar/yerba-cachamate-hierbas-serranas-menta-peperina-1kg-rinde-/p/MLA21088074?pdp_filters=category:MLA409408#searchVariation=MLA21088074&position=43&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1308281266,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Organica Suave Roapipo 500 Gr,https://articulo.mercadolibre.com.ar/MLA-1224484534-yerba-mate-organica-suave-roapipo-500-gr-_JM#position=55&search_layout=stack&type=item&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,4.138,GREENANDML,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1224484534,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Romance Selección Especial 500gr,https://www.mercadolibre.com.ar/yerba-mate-romance-seleccion-especial-500gr/p/MLA21239252?pdp_filters=category:MLA409408#searchVariation=MLA21239252&position=48&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.799,CAPSULANDIA,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1535145460,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cbse Etiqueta Negra Hierbas Serranas Caja 500g S/ Tacc,https://www.mercadolibre.com.ar/yerba-cbse-etiqueta-negra-hierbas-serranas-caja-500g-s-tacc/p/MLA19973285?pdp_filters=category:MLA409408#searchVariation=MLA19973285&position=49&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.599,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1279221012,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Dulce Beso Barbacuá 2kg Dulce Beso Barbacua - Tradicional Barbacuá (Ahumado) - 2 kg - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/yerba-mate-dulce-beso-barbacua-2kg-dulce-beso-barbacua-tradicional-barbacua-ahumado-2-kg-unidad-1-bolsa/p/MLA21961673?pdp_filters=category:MLA409408#searchVariation=MLA21961673&position=52&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,13.500,LADECISION,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1390167892,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Verdeflor melisa 500g,https://www.mercadolibre.com.ar/yerba-mate-verdeflor-melisa-500g/p/MLA21213825?pdp_filters=category:MLA409408#searchVariation=MLA21213825&position=53&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,1.749,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1318175859,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Tucanguá Paquete De 10 Kg,https://www.mercadolibre.com.ar/yerba-mate-tucangua-paquete-de-10-kg/p/MLA22884612?pdp_filters=category:MLA409408#searchVariation=MLA22884612&position=46&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,53.390,MULTIORGANICA,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1459705386,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Amanda Tradicional 500g Sin Tacc Palos,https://www.mercadolibre.com.ar/yerba-mate-amanda-tradicional-500g-sin-tacc-palos/p/MLA20008339?pdp_filters=category:MLA409408#searchVariation=MLA20008339&position=44&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.399,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1281983858,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Jactancia Barbacuá sabor ahumado en bolsa,https://www.mercadolibre.com.ar/yerba-mate-jactancia-barbacua-sabor-ahumado-en-bolsa/p/MLA21834133?pdp_filters=category:MLA409408#searchVariation=MLA21834133&position=45&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,12.000,LADECISION,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1424834494,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Salto Bielakowicz Barbacuá 1kg,https://www.mercadolibre.com.ar/yerba-mate-salto-bielakowicz-barbacua-1kg/p/MLA21251898?pdp_filters=category:MLA409408#searchVariation=MLA21251898&position=47&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,4.300,LADECISION,Nuevo  |  +500 vendidos,(3 disponibles),Nuevo  |  +500 vendidos,No disponible,#1586284662,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate La Cumbrecita Burrito Sabor Seleccion Con Burrito Sin Tacc En Bolsa 500 g,https://www.mercadolibre.com.ar/yerba-mate-la-cumbrecita-burrito-sabor-seleccion-con-burrito-sin-tacc-en-bolsa-500g/p/MLA34384194?pdp_filters=category:MLA409408#searchVariation=MLA34384194&position=50&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.099,CAPSULANDIA,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1415302797,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Cachamai Con hierbas sabor hierbas sin TACC en bolsa 1 kg,https://www.mercadolibre.com.ar/yerba-mate-cachamai-con-hierbas-sabor-hierbas-sin-tacc-en-bolsa-1kg/p/MLA35326482?pdp_filters=category:MLA409408#searchVariation=MLA35326482&position=51&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.299,CAPSULANDIA,Nuevo  |  +50 vendidos,(+20 disponibles),Nuevo  |  +50 vendidos,No disponible,#1729703756,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Taragui 4flex Sin Palo X 1kg,https://www.mercadolibre.com.ar/yerba-mate-taragui-4flex-sin-palo-x-1kg/p/MLA22252900?pdp_filters=category:MLA409408#searchVariation=MLA22252900&position=4&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,6.799,LIBERTATOR STORE,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1696017282,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
