Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba Mate Organica Roapipo - 6 Paquetes De 500 Grs S,https://www.mercadolibre.com.ar/yerba-mate-organica-roapipo-6-paquetes-de-500-grs-s/p/MLA28003773?pdp_filters=category:MLA409408#searchVariation=MLA28003773&position=19&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,23.302,DIETETICA CALLLAO,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1395731415,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Orgánica La Obereña 1/2 Kg - Envase Económico,https://articulo.mercadolibre.com.ar/MLA-1101306315-yerba-mate-organica-la-oberena-12-kg-envase-economico-_JM#position=54&search_layout=stack&type=item&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.960,TIENDA ANDALHUE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1101306315,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Un Mate - 500 Grs,https://www.mercadolibre.com.ar/yerba-un-mate-500-grs/p/MLA34061655?pdp_filters=category:MLA409408#searchVariation=MLA34061655&position=21&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.958,Un Mate,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1691520198,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Denaro Seleccion Especial sabor sin sabor sin TACC en bolsa 500 g,https://www.mercadolibre.com.ar/yerba-mate-denaro-seleccion-especial-sabor-sin-sabor-sin-tacc-en-bolsa-500g/p/MLA34297568?pdp_filters=category:MLA409408#searchVariation=MLA34297568&position=26&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,1.499,CAPSULANDIA,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1701644506,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate De Monte La Merced 500g C/ Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-de-monte-la-merced-500g-c-palo-original-sin-tacc/p/MLA19956938?pdp_filters=category:MLA409408#searchVariation=MLA19956938&position=28&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.822,OPEN25HS ,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1650864682,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Tucanguá canchada tereré 1kg,https://www.mercadolibre.com.ar/yerba-mate-tucangua-canchada-terere-1kg/p/MLA21206630?pdp_filters=category:MLA409408#searchVariation=MLA21206630&position=16&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,4.100,TIENDA ANDALHUE,Nuevo  |  +500 vendidos,(4 disponibles),Nuevo  |  +500 vendidos,No disponible,#1389746383,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Verdeflor hierbas serranas 1kg,https://www.mercadolibre.com.ar/yerba-mate-verdeflor-hierbas-serranas-1kg/p/MLA21305066?pdp_filters=category:MLA409408#searchVariation=MLA21305066&position=30&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.222,YERBA VERDEFLOR,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1432936676,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Con Hierbas Paquete 500 Gr Playadito,https://www.mercadolibre.com.ar/yerba-mate-con-hierbas-paquete-500-gr-playadito/p/MLA21409606?pdp_filters=category:MLA409408#searchVariation=MLA21409606&position=25&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,2.999,CAPSULANDIA,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1370984695,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cbse Miel 500 Grs,https://www.mercadolibre.com.ar/yerba-cbse-miel-500-grs/p/MLA21239216?pdp_filters=category:MLA409408#searchVariation=MLA21239216&position=27&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1353453401,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Secadero X 500 Grs. Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-secadero-x-500-grs-sin-tacc/p/MLA20669246?pdp_filters=category:MLA409408#searchVariation=MLA20669246&position=23&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.249,MAFERA79,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1363098755,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Adelgamate Guarana + Hierbas 500g Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-adelgamate-guarana-hierbas-500g-sin-tacc/p/MLA26168279?pdp_filters=category:MLA409408#searchVariation=MLA26168279&position=34&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,2.099,CAPSULANDIA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1477293262,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba 1 Kg La Hoja Yerbas,https://www.mercadolibre.com.ar/yerba-1-kg-la-hoja-yerbas/p/MLA29423873?pdp_filters=category:MLA409408#searchVariation=MLA29423873&position=37&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,2.578,ISSELIAN,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1640124100,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Organica Suave Roapipo 500 Gr,https://articulo.mercadolibre.com.ar/MLA-1224484534-yerba-mate-organica-suave-roapipo-500-gr-_JM#position=55&search_layout=stack&type=item&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,4.138,GREENANDML,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1224484534,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Selección Especial Cruz De Malta X 1kg,https://www.mercadolibre.com.ar/yerba-mate-seleccion-especial-cruz-de-malta-x-1kg/p/MLA19956984?pdp_filters=category:MLA409408#searchVariation=MLA19956984&position=29&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,4.270,Ecomodico,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1283549385,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Grapia Milenaria 1/2 Kg. Estacionamiento Natural,https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-12-kg-estacionamiento-natural/p/MLA21361702?pdp_filters=category:MLA409408#searchVariation=MLA21361702&position=35&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.000,Alma Nativa,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1324725367,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Campo Sur La Merced 500g C Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-campo-sur-la-merced-500g-c-palo-original-sin-tacc/p/MLA19957014?pdp_filters=category:MLA409408#searchVariation=MLA19957014&position=31&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,4.035,TUPIXIE,Nuevo  |  +10mil vendidos,No disponible,Nuevo  |  +10mil vendidos,No disponible,#1373484993,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate La Merced Campo & Monte 500g Las Marias X1 Paquet,https://www.mercadolibre.com.ar/yerba-mate-la-merced-campo-monte-500g-las-marias-x1-paquet/p/MLA19956925?pdp_filters=category:MLA409408#searchVariation=MLA19956925&position=32&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.999,CAPSULANDIA,Nuevo  |  +10mil vendidos,No disponible,Nuevo  |  +10mil vendidos,No disponible,#1421003403,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Grapia Milenaria Pack X 5 Unidades.,https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-pack-x-5-unidades/p/MLA22285174?pdp_filters=category:MLA409408#searchVariation=MLA22285174&position=33&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,35.000,Alma Nativa,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1377971468,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
"Yerba Mate Grapia Milenaria, El Inmigrante Y Orembaé Pack X3",https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-el-inmigrante-y-orembae-pack-x3/p/MLA27876175?pdp_filters=category:MLA409408#searchVariation=MLA27876175&position=41&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,15.900,Alma Nativa,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1551745698,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Kalena Con Palo 500g Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-kalena-con-palo-500g-sin-tacc/p/MLA20951288?pdp_filters=category:MLA409408#searchVariation=MLA20951288&position=36&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.790,POSITIVA,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1337185889,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate compuesta Hierbas Silvestres suave 500g,https://www.mercadolibre.com.ar/yerba-mate-compuesta-hierbas-silvestres-suave-500g/p/MLA21168961?pdp_filters=category:MLA409408#searchVariation=MLA21168961&position=38&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.429,NEWGARDEN,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1420572116,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate El Inmigrante 1 Kg. Estacionamiento Natural,https://www.mercadolibre.com.ar/yerba-mate-el-inmigrante-1-kg-estacionamiento-natural/p/MLA21017199?pdp_filters=category:MLA409408#searchVariation=MLA21017199&position=39&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,5.000,Alma Nativa,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1301700263,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Liebig Original 500g,https://www.mercadolibre.com.ar/yerba-mate-liebig-original-500g/p/MLA20008341?pdp_filters=category:MLA409408#searchVariation=MLA20008341&position=40&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.699,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280709826,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Arapeguá Canchada Orgánica 500gr,https://www.mercadolibre.com.ar/yerba-mate-arapegua-canchada-organica-500gr/p/MLA20008474?pdp_filters=category:MLA409408#searchVariation=MLA20008474&position=42&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,8.227,MANGIACHETIFABENE M,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1380150510,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Buenas y Santas Mediana 1/2 Kg,https://www.mercadolibre.com.ar/yerba-mate-buenas-y-santas-mediana-12-kg/p/MLA24405125?pdp_filters=category:MLA409408#searchVariation=MLA24405125&position=43&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,2.299,CORIFOODML,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1743659002,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Romance Selección Especial 500gr,https://www.mercadolibre.com.ar/yerba-mate-romance-seleccion-especial-500gr/p/MLA21239252?pdp_filters=category:MLA409408#searchVariation=MLA21239252&position=46&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,2.799,CAPSULANDIA,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1535145460,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Arroyo Verde Hierbas Serrana Suave X 500g Pack X2u,https://www.mercadolibre.com.ar/yerba-arroyo-verde-hierbas-serrana-suave-x-500g-pack-x2u/p/MLA33341038?pdp_filters=category:MLA409408#searchVariation=MLA33341038&position=44&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.927,AEH MALL,Nuevo  |  +5 vendidos,(+10 disponibles),Nuevo  |  +5 vendidos,No disponible,#1670607646,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate El Inmigrante Pack X 5,https://www.mercadolibre.com.ar/yerba-mate-el-inmigrante-pack-x-5/p/MLA27919783?pdp_filters=category:MLA409408#searchVariation=MLA27919783&position=47&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,34.000,Alma Nativa,Nuevo  |  +50 vendidos,(+10 disponibles),Nuevo  |  +50 vendidos,No disponible,#1394170255,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate orgánica La Obereña Premium 500g,https://www.mercadolibre.com.ar/yerba-mate-organica-la-oberena-premium-500g/p/MLA22186832?pdp_filters=category:MLA409408#searchVariation=MLA22186832&position=45&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,20.999,MULTIORGANICA,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1372024296,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cbse Etiqueta Negra Hierbas Serranas Caja 500g S/ Tacc,https://www.mercadolibre.com.ar/yerba-cbse-etiqueta-negra-hierbas-serranas-caja-500g-s-tacc/p/MLA19973285?pdp_filters=category:MLA409408#searchVariation=MLA19973285&position=48&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,3.599,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1279221012,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba orembae 500g,https://www.mercadolibre.com.ar/yerba-orembae-500g/p/MLA22667960?pdp_filters=category:MLA409408#searchVariation=MLA22667960&position=49&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,2.352,Alma Nativa,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1403897362,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Don Bosco 1kg,https://www.mercadolibre.com.ar/yerba-mate-don-bosco-1kg/p/MLA21834137?pdp_filters=category:MLA409408#searchVariation=MLA21834137&position=52&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,4.500,LADECISION,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1366047577,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Misionera Don Omar Suave 500 Grs x 10 unidades,https://www.mercadolibre.com.ar/yerba-misionera-don-omar-suave-500-grs-x-10-unidades/p/MLA21821687?pdp_filters=category:MLA409408#searchVariation=MLA21821687&position=53&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,31.999,MAFERA79,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1382741134,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Jactancia Barbacuá sabor ahumado en bolsa,https://www.mercadolibre.com.ar/yerba-mate-jactancia-barbacua-sabor-ahumado-en-bolsa/p/MLA21834133?pdp_filters=category:MLA409408#searchVariation=MLA21834133&position=50&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,12.000,LADECISION,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1424834494,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Salto Bielakowicz Barbacuá 1kg,https://www.mercadolibre.com.ar/yerba-mate-salto-bielakowicz-barbacua-1kg/p/MLA21251898?pdp_filters=category:MLA409408#searchVariation=MLA21251898&position=51&search_layout=stack&type=product&tracking_id=7afddfee-e6d9-4d62-a4c4-3e247d09d079,4.300,LADECISION,Nuevo  |  +500 vendidos,(3 disponibles),Nuevo  |  +500 vendidos,No disponible,#1586284662,2024-04-22 10:32:53,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
